date_key,occurred_at,offense_name,grid_x,grid_y,lat,lon,severity,weapon_used,arrested
2024-06-01,2024-06-01 18:39:00,Theft,3,3,12.914535297492781,77.51457986415426,3,False,False
2024-06-01,2024-06-01 08:27:00,Assault,5,5,12.925177663121252,77.52438561879845,1,False,False
2024-06-01,2024-06-01 12:24:00,Vandalism,5,7,12.924519489048066,77.53476664500016,5,False,True
2024-06-01,2024-06-01 17:39:00,Assault,2,5,12.90964260682322,77.52621939330629,3,False,False
2024-06-01,2024-06-01 08:13:00,Theft,1,7,12.904274250735883,77.53595090058114,4,False,False
2024-06-01,2024-06-01 16:25:00,Theft,8,7,12.940077133183223,77.53533528168447,5,False,False
2024-06-01,2024-06-01 10:23:00,Robbery,3,0,12.915744467520618,77.50054221392774,1,False,True
2024-06-01,2024-06-01 16:47:00,Vandalism,6,8,12.931175153028345,77.53910088133237,1,False,False
2024-06-01,2024-06-01 17:00:00,Theft,4,5,12.919252989727271,77.52562736655013,3,True,False
2024-06-01,2024-06-01 09:38:00,Burglary,6,2,12.93210682257649,77.50917992728895,4,True,True
2024-06-01,2024-06-01 18:58:00,Burglary,5,5,12.925563985049067,77.52528873870207,5,False,True
2024-06-01,2024-06-01 17:10:00,Robbery,2,5,12.909380765655403,77.52471217748378,4,False,False
2024-06-01,2024-06-01 11:38:00,Vandalism,4,6,12.920101609791498,77.52900044502177,1,False,False
2024-06-01,2024-06-01 14:40:00,Theft,4,4,12.919469809349298,77.5198828217546,3,False,False
2024-06-01,2024-06-01 09:48:00,Robbery,6,6,12.929948497559359,77.53027592186804,5,False,True
2024-06-01,2024-06-01 00:31:00,Assault,6,6,12.929389898428628,77.53013492750975,5,False,False
2024-06-01,2024-06-01 11:47:00,Robbery,6,5,12.929645758124074,77.5253025812918,2,False,False
2024-06-01,2024-06-01 14:18:00,Theft,7,4,12.934423761605714,77.51978405298473,4,True,False
2024-06-01,2024-06-01 22:22:00,Assault,5,7,12.926497855293857,77.53531709915205,3,False,True
2024-06-01,2024-06-01 09:11:00,Burglary,9,5,12.94580038848621,77.52512193668981,1,False,True
2024-06-01,2024-06-01 08:23:00,Robbery,6,7,12.93052243864884,77.53588214997237,4,False,False
2024-06-01,2024-06-01 16:53:00,Assault,8,8,12.940120527234786,77.53998742804812,2,False,False
2024-06-01,2024-06-01 07:11:00,Burglary,5,3,12.926818676126414,77.51511757972037,3,False,False
2024-06-01,2024-06-01 09:32:00,Theft,9,5,12.94478827453341,77.52717613533328,3,False,False
2024-06-01,2024-06-01 08:29:00,Theft,4,1,12.919900694088895,77.50559227265435,1,True,False
2024-06-01,2024-06-01 23:02:00,Vandalism,7,4,12.935171274995305,77.51900340897703,5,False,False
2024-06-01,2024-06-01 22:25:00,Theft,5,2,12.925697957726129,77.51085295883529,2,False,False
2024-06-01,2024-06-01 18:59:00,Assault,4,7,12.920412038149045,77.53808218519252,3,False,False
2024-06-01,2024-06-01 19:33:00,Theft,6,6,12.930132018238487,77.52931525686574,4,False,True
2024-06-01,2024-06-01 00:41:00,Assault,5,4,12.92462245450737,77.52087116047757,2,False,False
2024-06-01,2024-06-01 05:31:00,Theft,6,3,12.931911228765914,77.51647473100665,5,False,False
2024-06-01,2024-06-01 17:27:00,Theft,8,5,12.93931396089147,77.5256720043013,3,False,False
2024-06-01,2024-06-01 08:33:00,Burglary,5,6,12.924744515937748,77.52983630679562,1,False,True
2024-06-01,2024-06-01 08:11:00,Vandalism,6,5,12.929053141465644,77.52518317634579,5,False,False
2024-06-01,2024-06-01 04:25:00,Assault,2,2,12.907406986127945,77.50918048988694,4,False,True
2024-06-01,2024-06-01 07:09:00,Assault,4,5,12.920046807121846,77.52687839754276,5,False,False
2024-06-01,2024-06-01 21:26:00,Theft,3,2,12.915486270832268,77.51082601023427,2,True,False
2024-06-01,2024-06-01 16:09:00,Burglary,7,7,12.934464820138148,77.53430553261967,4,False,False
2024-06-01,2024-06-01 08:09:00,Assault,1,5,12.904502210268076,77.52471560908727,1,False,False
2024-06-01,2024-06-01 18:36:00,Theft,7,6,12.9355978348841,77.53048829621235,5,False,False
2024-06-01,2024-06-01 23:22:00,Assault,4,6,12.919673667717783,77.53020929844477,5,False,False
2024-06-01,2024-06-01 21:40:00,Assault,7,4,12.934670967527472,77.52078721883565,3,True,True
2024-06-01,2024-06-01 22:51:00,Theft,5,5,12.925926488698801,77.52563333015517,5,True,False
2024-06-01,2024-06-01 19:42:00,Theft,2,5,12.910711187435421,77.52539685138659,2,False,False
2024-06-01,2024-06-01 21:04:00,Theft,5,3,12.923734676859508,77.5150632072114,1,False,False
2024-06-01,2024-06-01 16:59:00,Theft,7,3,12.933370339252022,77.51625602582443,1,False,False
2024-06-01,2024-06-01 22:07:00,Burglary,5,0,12.92525817484827,77.49933821524516,4,False,False
2024-06-01,2024-06-01 18:52:00,Theft,8,4,12.940055722131614,77.52078680344508,1,True,False
2024-06-01,2024-06-01 23:14:00,Burglary,5,8,12.92672254596601,77.53938612194969,2,False,True
2024-06-01,2024-06-01 16:57:00,Vandalism,1,4,12.904873820833398,77.51891595363558,4,True,False
2024-06-01,2024-06-01 11:32:00,Theft,2,8,12.911382198101947,77.53880591890848,3,False,False
2024-06-01,2024-06-01 09:01:00,Burglary,2,8,12.909014615385992,77.54015166793613,3,False,False
2024-06-01,2024-06-01 12:21:00,Theft,5,9,12.925206933529608,77.5459860113694,3,False,False
2024-06-01,2024-06-01 01:37:00,Burglary,3,0,12.915133143628644,77.50064604450529,4,False,False
2024-06-01,2024-06-01 18:12:00,Theft,4,4,12.920266538635872,77.51979367826836,1,True,False
2024-06-01,2024-06-01 19:58:00,Burglary,4,1,12.920749658016252,77.50454453909556,2,False,False
2024-06-01,2024-06-01 23:50:00,Burglary,6,5,12.930186772637184,77.5256421218045,5,False,False
2024-06-01,2024-06-01 23:37:00,Theft,6,5,12.930692856412835,77.52491713912008,3,False,False
2024-06-01,2024-06-01 10:59:00,Theft,6,6,12.928781471303623,77.5309647321658,2,False,False
2024-06-01,2024-06-01 08:39:00,Theft,4,5,12.919398042639738,77.52633899852752,3,True,False
2024-06-01,2024-06-01 21:27:00,Assault,8,5,12.939811312153479,77.52493858887279,3,True,True
2024-06-01,2024-06-01 15:08:00,Theft,4,7,12.919966699172571,77.53427990747353,1,False,False
2024-06-01,2024-06-01 17:48:00,Assault,3,4,12.91514250274061,77.52002850836787,1,False,False
2024-06-01,2024-06-01 15:55:00,Vandalism,3,6,12.915320175176326,77.52937239048495,2,False,True
2024-06-01,2024-06-01 20:54:00,Theft,1,7,12.904850475901952,77.5349617672981,3,False,True
2024-06-01,2024-06-01 10:09:00,Robbery,4,2,12.919993621886947,77.51118395531111,1,False,False
2024-06-01,2024-06-01 03:36:00,Theft,5,6,12.926116585548744,77.52895228056799,1,False,False
2024-06-01,2024-06-01 16:05:00,Assault,9,5,12.944479485944703,77.524610299693,1,True,True
2024-06-01,2024-06-01 08:35:00,Robbery,3,7,12.915637987363583,77.53511616324822,3,False,False
2024-06-01,2024-06-01 00:25:00,Vandalism,5,6,12.925746409712312,77.52939061206742,1,False,False
2024-06-01,2024-06-01 08:13:00,Assault,5,5,12.925510873967022,77.5236707839502,1,False,False
2024-06-01,2024-06-01 06:09:00,Assault,5,1,12.924518425056883,77.5056082008757,2,False,False
2024-06-01,2024-06-01 17:59:00,Theft,5,5,12.925135783427512,77.52507151513532,3,False,False
2024-06-01,2024-06-01 08:13:00,Burglary,6,5,12.930412899782862,77.52538039491317,5,True,False
2024-06-01,2024-06-01 08:39:00,Robbery,6,7,12.931417902389581,77.53468130128786,1,False,False
2024-06-01,2024-06-01 21:54:00,Theft,5,5,12.924402313688848,77.52504393543893,1,False,False
2024-06-01,2024-06-01 09:14:00,Theft,5,4,12.92498980467961,77.52084351617268,3,False,True
2024-06-01,2024-06-01 18:03:00,Theft,9,6,12.946207817049968,77.53032162758404,5,False,False
2024-06-01,2024-06-01 21:14:00,Assault,7,2,12.93464456539194,77.51030184039445,4,False,False
2024-06-01,2024-06-01 09:26:00,Theft,6,6,12.929153291677721,77.52958966850002,3,False,False
2024-06-01,2024-06-01 22:17:00,Theft,4,5,12.919837723024264,77.52503753234797,3,False,False
2024-06-01,2024-06-01 21:27:00,Vandalism,5,6,12.924496102683504,77.52985322467713,5,False,True
2024-06-01,2024-06-01 02:45:00,Burglary,7,7,12.935335071531096,77.53468856944662,1,True,False
2024-06-01,2024-06-01 11:56:00,Assault,3,5,12.915681797191224,77.52314341010083,1,False,True
2024-06-01,2024-06-01 22:58:00,Assault,4,6,12.91980340554873,77.5297818211442,1,False,True
2024-06-01,2024-06-01 14:20:00,Assault,8,4,12.940356319059529,77.52001136951105,3,False,True
2024-06-01,2024-06-01 13:29:00,Theft,7,5,12.934373965035812,77.525539424375,1,False,False
2024-06-01,2024-06-01 21:46:00,Robbery,3,1,12.916943878182924,77.50655978607648,3,True,False
2024-06-01,2024-06-01 14:09:00,Assault,6,2,12.930666579102096,77.50893876878712,5,True,False
2024-06-01,2024-06-01 12:02:00,Burglary,3,6,12.915577337651236,77.52909675858302,5,False,False
2024-06-01,2024-06-01 00:34:00,Burglary,6,3,12.9306510911265,77.51424766898035,1,False,False
2024-06-01,2024-06-01 21:17:00,Theft,4,6,12.920260906417793,77.5289991091389,5,False,False
2024-06-01,2024-06-01 12:54:00,Vandalism,7,4,12.93560508125543,77.51886958052373,2,False,False
2024-06-01,2024-06-01 12:16:00,Theft,5,4,12.92496989223806,77.52088264150561,4,False,False
2024-06-01,2024-06-01 21:38:00,Theft,5,1,12.925493911847777,77.50403986400288,1,False,False
2024-06-01,2024-06-01 12:20:00,Burglary,7,6,12.934993410746351,77.53108732610177,5,True,False
2024-06-01,2024-06-01 01:56:00,Assault,5,6,12.925729100956644,77.52926676334017,5,True,True
2024-06-01,2024-06-01 09:57:00,Theft,5,5,12.923516171356674,77.52420833355394,1,False,False
2024-06-01,2024-06-01 23:35:00,Robbery,2,6,12.909219301397618,77.53084291343728,5,False,False
2024-06-01,2024-06-01 16:46:00,Assault,6,8,12.930486053491466,77.53878465601362,5,False,False
2024-06-01,2024-06-01 01:39:00,Assault,5,4,12.924972009207604,77.5214166405085,2,False,False
2024-06-01,2024-06-01 17:37:00,Assault,4,7,12.918589706456903,77.53591530816209,5,True,False
2024-06-01,2024-06-01 03:23:00,Vandalism,3,8,12.915553296544761,77.5410289187641,1,False,False
2024-06-01,2024-06-01 19:25:00,Theft,6,9,12.930115949931825,77.54469401358604,2,False,True
2024-06-01,2024-06-01 01:06:00,Theft,9,5,12.945357311785214,77.52482938209923,2,False,True
2024-06-01,2024-06-01 23:16:00,Vandalism,5,7,12.923980744812038,77.5361312323688,3,False,False
2024-06-01,2024-06-01 16:14:00,Assault,7,5,12.93514033686024,77.52611087289716,2,False,True
2024-06-01,2024-06-01 17:41:00,Theft,5,5,12.924649867464158,77.52405093192382,4,False,True
2024-06-01,2024-06-01 22:56:00,Burglary,0,1,12.898715672807052,77.50545428277901,1,False,False
2024-06-01,2024-06-01 12:13:00,Burglary,4,5,12.920628939936151,77.52463813746749,1,False,True
2024-06-01,2024-06-01 18:03:00,Theft,4,7,12.920787457918781,77.53482880892462,1,True,False
2024-06-01,2024-06-01 22:28:00,Assault,5,3,12.925933682331507,77.51629688684623,4,True,False
2024-06-01,2024-06-01 15:04:00,Robbery,3,3,12.916136403398394,77.514543402965,1,False,False
2024-06-01,2024-06-01 18:13:00,Burglary,7,3,12.934893553532264,77.5159005430275,5,False,False
2024-06-01,2024-06-01 12:39:00,Robbery,5,1,12.925100123757652,77.50518371614154,2,False,False
2024-06-01,2024-06-01 10:47:00,Robbery,0,6,12.899585910960772,77.53017903036131,2,False,False
2024-06-01,2024-06-01 20:39:00,Assault,5,5,12.92368848298587,77.52537003884213,2,False,False
2024-06-01,2024-06-01 21:44:00,Theft,6,7,12.930853339751671,77.53593543647236,3,False,False
2024-06-01,2024-06-01 16:41:00,Theft,3,7,12.914703741305123,77.53433315281018,2,False,False
2024-06-01,2024-06-01 18:12:00,Burglary,7,7,12.935152879254417,77.53503714923852,5,False,True
2024-06-01,2024-06-01 17:06:00,Robbery,6,5,12.930430417883837,77.52503836324023,3,True,False
2024-06-01,2024-06-01 11:03:00,Theft,8,2,12.940858905399887,77.50917878776048,4,False,False
2024-06-01,2024-06-01 01:46:00,Theft,4,5,12.92029368181343,77.52457935569015,3,False,False
2024-06-01,2024-06-01 00:33:00,Burglary,4,5,12.918841588879667,77.52324095523471,3,False,True
2024-06-01,2024-06-01 07:10:00,Theft,6,3,12.929822069777236,77.51408243309702,2,False,True
2024-06-01,2024-06-01 22:57:00,Assault,6,4,12.929807011153715,77.52028164431721,1,False,False
2024-06-01,2024-06-01 08:45:00,Burglary,6,4,12.929873075603306,77.5190506867861,4,False,False
